1.5,12,1,0.99
1.5,12,1.35483870967742,1
1.5,12,1.70967741935484,1
1.5,12,2.06451612903226,1
1.5,12,2.41935483870968,0.987
1.5,12,2.7741935483871,1
1.5,12,3.12903225806452,0.98
1.5,12,3.48387096774194,0.999
1.5,12,3.83870967741935,0.999
1.5,12,4.19354838709677,0.997
1.5,12,4.54838709677419,0.999
1.5,12,4.90322580645161,0.996
1.5,12,5.25806451612903,0.995
1.5,12,5.61290322580645,1
1.5,12,5.96774193548387,0.998
1.5,12,6.32258064516129,1
1.5,12,6.67741935483871,0.997
1.5,12,7.03225806451613,0.99
1.5,12,7.38709677419355,1
1.5,12,7.74193548387097,0.997
1.5,12,8.09677419354839,0.98
1.5,12,8.45161290322581,0.984
1.5,12,8.80645161290323,1
1.5,12,9.16129032258065,0.992
1.5,12,9.51612903225806,0.998
1.5,12,9.87096774193548,1
1.5,12,10.2258064516129,0.998
1.5,12,10.5806451612903,0.986
1.5,12,10.9354838709677,1
1.5,12,11.2903225806452,0.98
1.5,12,11.6451612903226,0.98
1.5,12,12,0.98
1.5,16,1,0.996
1.5,16,1.48387096774194,1
1.5,16,1.96774193548387,0.994
1.5,16,2.45161290322581,0.985
1.5,16,2.93548387096774,0.989
1.5,16,3.41935483870968,0.983
1.5,16,3.90322580645161,0.982
1.5,16,4.38709677419355,0.979
1.5,16,4.87096774193548,0.981
1.5,16,5.35483870967742,0.98
1.5,16,5.83870967741935,1
1.5,16,6.32258064516129,0.995
1.5,16,6.80645161290323,0.989
1.5,16,7.29032258064516,0.999
1.5,16,7.7741935483871,0.993
1.5,16,8.25806451612903,0.98
1.5,16,8.74193548387097,0.994
1.5,16,9.2258064516129,0.991
1.5,16,9.70967741935484,1
1.5,16,10.1935483870968,0.998
1.5,16,10.6774193548387,0.997
1.5,16,11.1612903225806,0.996
1.5,16,11.6451612903226,0.999
1.5,16,12.1290322580645,0.98
1.5,16,12.6129032258065,0.98
1.5,16,13.0967741935484,0.984
1.5,16,13.5806451612903,1
1.5,16,14.0645161290323,1
1.5,16,14.5483870967742,0.991
1.5,16,15.0322580645161,1
1.5,16,15.5161290322581,0.986
1.5,16,16,0.991
1.5,24,1,0.997
1.5,24,1.74193548387097,0.994
1.5,24,2.48387096774194,0.995
1.5,24,3.2258064516129,0.99
1.5,24,3.96774193548387,0.981
1.5,24,4.70967741935484,0.994
1.5,24,5.45161290322581,0.989
1.5,24,6.19354838709677,0.98
1.5,24,6.93548387096774,0.988
1.5,24,7.67741935483871,0.982
1.5,24,8.41935483870968,0.98
1.5,24,9.16129032258065,0.984
1.5,24,9.90322580645161,0.98
1.5,24,10.6451612903226,0.981
1.5,24,11.3870967741935,0.971
1.5,24,12.1290322580645,0.98
1.5,24,12.8709677419355,0.988
1.5,24,13.6129032258065,0.979
1.5,24,14.3548387096774,0.999
1.5,24,15.0967741935484,0.949
1.5,24,15.8387096774194,0.98
1.5,24,16.5806451612903,0.992
1.5,24,17.3225806451613,0.999
1.5,24,18.0645161290323,0.98
1.5,24,18.8064516129032,0.98
1.5,24,19.5483870967742,1
1.5,24,20.2903225806452,0.993
1.5,24,21.0322580645161,0.984
1.5,24,21.7741935483871,0.993
1.5,24,22.5161290322581,0.996
1.5,24,23.258064516129,0.98
1.5,24,24,0.99
2,12,1,1
2,12,1.35483870967742,1
2,12,1.70967741935484,1
2,12,2.06451612903226,1
2,12,2.41935483870968,1
2,12,2.7741935483871,1
2,12,3.12903225806452,1
2,12,3.48387096774194,1
2,12,3.83870967741935,1
2,12,4.19354838709677,1
2,12,4.54838709677419,1
2,12,4.90322580645161,1
2,12,5.25806451612903,1
2,12,5.61290322580645,1
2,12,5.96774193548387,1
2,12,6.32258064516129,1
2,12,6.67741935483871,1
2,12,7.03225806451613,1
2,12,7.38709677419355,1
2,12,7.74193548387097,1
2,12,8.09677419354839,1
2,12,8.45161290322581,1
2,12,8.80645161290323,1
2,12,9.16129032258065,1
2,12,9.51612903225806,1
2,12,9.87096774193548,1
2,12,10.2258064516129,1
2,12,10.5806451612903,1
2,12,10.9354838709677,1
2,12,11.2903225806452,1
2,12,11.6451612903226,1
2,12,12,1
2,16,1,1
2,16,1.48387096774194,1
2,16,1.96774193548387,1
2,16,2.45161290322581,1
2,16,2.93548387096774,1
2,16,3.41935483870968,1
2,16,3.90322580645161,1
2,16,4.38709677419355,1
2,16,4.87096774193548,1
2,16,5.35483870967742,1
2,16,5.83870967741935,1
2,16,6.32258064516129,1
2,16,6.80645161290323,1
2,16,7.29032258064516,1
2,16,7.7741935483871,1
2,16,8.25806451612903,1
2,16,8.74193548387097,1
2,16,9.2258064516129,1
2,16,9.70967741935484,1
2,16,10.1935483870968,1
2,16,10.6774193548387,1
2,16,11.1612903225806,1
2,16,11.6451612903226,1
2,16,12.1290322580645,1
2,16,12.6129032258065,1
2,16,13.0967741935484,1
2,16,13.5806451612903,1
2,16,14.0645161290323,1
2,16,14.5483870967742,1
2,16,15.0322580645161,1
2,16,15.5161290322581,1
2,16,16,1
2,24,1,1
2,24,1.74193548387097,1
2,24,2.48387096774194,1
2,24,3.2258064516129,1
2,24,3.96774193548387,1
2,24,4.70967741935484,1
2,24,5.45161290322581,1
2,24,6.19354838709677,1
2,24,6.93548387096774,1
2,24,7.67741935483871,1
2,24,8.41935483870968,1
2,24,9.16129032258065,1
2,24,9.90322580645161,1
2,24,10.6451612903226,1
2,24,11.3870967741935,1
2,24,12.1290322580645,1
2,24,12.8709677419355,1
2,24,13.6129032258065,1
2,24,14.3548387096774,1
2,24,15.0967741935484,1
2,24,15.8387096774194,1
2,24,16.5806451612903,1
2,24,17.3225806451613,1
2,24,18.0645161290323,1
2,24,18.8064516129032,1
2,24,19.5483870967742,1
2,24,20.2903225806452,1
2,24,21.0322580645161,1
2,24,21.7741935483871,1
2,24,22.5161290322581,1
2,24,23.258064516129,1
2,24,24,1
